user_id,item_id,rating
STU_001,MATH500_00003,2.115203805625994
STU_001,PSYCH300_00020,1.8892966465738568
STU_001,ENGL300_00036,2.33657640314172
STU_001,STAT100_00039,2.5993715295722213
STU_001,ECON200_00062,3.894060510184124
STU_001,ENGR100_00074,2.6438462691267213
STU_001,ENGL400_00084,3.135518453920516
STU_001,CHEM200_00134,2.344174931998272
STU_001,STAT300_00172,3.289474001942186
STU_001,ECON500_00202,1.9501666902152033
STU_001,CS300_00243,2.409355370062763
STU_001,CHEM400_00250,3.1448621016187497
STU_001,ENGR300_00294,2.278412509005205
STU_001,ENGL300_00296,3.3305793695828037
STU_001,ENGR200_00333,3.223624797173472
STU_001,STAT300_00375,2.8826095078608147
STU_001,ENGL300_00378,2.5687025594025927
STU_001,MATH100_00405,2.7262284916061392
STU_001,PHYS300_00414,3.3572505232491747
STU_001,ENGL200_00423,3.4423416217907703
STU_001,MATH500_00427,3.921818449684985
STU_001,PHYS100_00434,2.4471492600256584
STU_001,STAT400_00435,2.1872222852343457
STU_001,MATH500_00445,3.42289888593658
STU_001,CHEM200_00448,2.806183658622283
STU_001,BIO100_00513,3.2752414090840736
STU_001,STAT300_00560,2.3185459563548196
STU_001,PHYS400_00578,3.0804711124897457
STU_001,BIO300_00583,3.5587623206301187
STU_001,PSYCH400_00595,2.7903086387826948
STU_001,STAT400_00612,2.697716121009289
STU_001,MATH100_00630,2.889294756107608
STU_001,ENGL500_00635,3.968685175741145
STU_001,ECON300_00665,3.2216138383003545
STU_001,PHYS300_00681,2.431539334926805
STU_001,CHEM500_00700,3.143663814685415
STU_001,CHEM200_00702,2.853780866674591
STU_001,CHEM400_00703,2.588829148760184
STU_001,CHEM100_00729,2.210421266276091
STU_001,PHYS200_00737,3.601518823709997
STU_001,ECON400_00753,3.908291305167761
STU_001,ECON500_00782,2.5629954383951588
STU_001,ENGL200_00784,2.5329529766445376
STU_001,CS500_00843,1.7350394384302568
STU_001,CHEM500_00938,3.2512948919294447
STU_001,PHYS100_00945,2.1592167244830396
STU_001,ECON400_00953,2.7249515076248594
STU_001,CHEM300_00999,2.3112142410831034
STU_001,MATH200_01010,3.690146632608248
STU_001,CHEM200_01038,3.3329115913147085
STU_001,CHEM200_01047,2.606093325945436
STU_001,CS200_01056,2.87621593144224
STU_001,STAT100_01115,3.4491904024947795
STU_001,BIO100_01130,3.8524128659711154
STU_001,ENGL500_01147,3.28708751707084
STU_001,MATH500_01152,3.211369766478184
STU_001,ENGL300_01171,3.2764694520768685
STU_001,STAT100_01181,3.5752323138908855
STU_001,CS400_01199,3.052625772612419
STU_001,CHEM300_01221,2.526578176411135
STU_001,BIO100_01228,3.2483375840410305
STU_001,PHYS300_01290,3.440727544633023
STU_001,PSYCH400_01293,3.3190340716307
STU_001,ENGR500_01310,3.600649656314374
STU_001,ENGL500_01322,2.529151933236061
STU_001,MATH300_01324,2.5165309951806445
STU_001,MATH300_01349,3.150590926966751
STU_001,PHYS400_01377,2.933816488904605
STU_001,CHEM100_01400,3.7320009412713366
STU_001,PHYS200_01412,3.685182010011354
STU_001,ENGL500_01434,2.5703520837057434
STU_001,MATH200_01436,3.7555513846660773
STU_001,CS100_01487,3.0227071011412767
STU_001,BIO500_01509,3.4511978652684974
STU_001,ENGR100_01522,2.38831768053052
STU_001,STAT200_01540,3.7032406997025853
STU_001,CHEM400_01552,3.1915106624616754
STU_001,ENGR200_01585,2.702360748764685
STU_001,ENGL200_01588,2.4707295152619384
STU_001,PHYS100_01600,3.3534883993294073
STU_001,PSYCH100_01617,2.765978505582773
STU_001,PHYS100_01635,2.5319439694450194
STU_001,PHYS400_01639,2.675781543291038
STU_001,MATH400_01700,2.5482086160568085
STU_001,STAT500_01715,2.813740744103689
STU_001,CHEM500_01717,2.679852171869364
STU_001,STAT200_01722,2.8249052806399004
STU_001,MATH300_01728,2.670311383091296
STU_001,CS200_01745,3.035056677163807
STU_001,PSYCH200_01787,2.995520482742835
STU_001,CHEM100_01809,2.8291285440551652
STU_001,CHEM400_01818,3.0916377490329148
STU_001,ENGL200_01824,3.942123394293521
STU_001,STAT300_01828,3.715477443256317
STU_001,PSYCH500_01841,3.5735245097488586
STU_001,CHEM300_01865,2.9084505376229837
STU_001,PHYS500_01904,3.576661043986975
STU_001,STAT100_01906,3.472702631452743
STU_001,CS100_01973,3.6030351683847
STU_001,CS500_02019,3.3787724149038136
STU_001,ENGL400_02022,2.6404676297501304
STU_001,ENGR100_02024,2.5813100990346967
STU_001,PHYS300_02026,3.9208159581888284
STU_001,ECON200_02033,3.1451271205156632
STU_001,CS400_02039,2.523301716892511
STU_001,CS400_02053,2.4466771832406713
STU_001,BIO200_02058,2.6787391213810126
STU_001,ECON400_02090,1.8447369248803804
STU_001,STAT400_02126,2.879186244566726
STU_001,STAT100_02161,2.4974910421905463
STU_001,CHEM400_02180,3.7484922307441133
STU_001,STAT400_02181,3.4895196763343406
STU_001,PSYCH300_02201,2.3599087240489114
STU_001,CS400_02207,3.06341405926885
STU_001,ENGL200_02223,3.1775780699570024
STU_001,BIO400_02227,2.153306357293844
STU_001,BIO100_02238,2.23498911673835
STU_001,ENGL300_02243,2.290069981717715
STU_001,CHEM200_02250,2.9952368388902375
STU_001,ENGL400_02267,3.563665759119552
STU_001,CHEM300_02287,4.03115159354925
STU_001,PSYCH300_02353,3.7057629312857623
STU_001,STAT500_02362,3.139928864548654
STU_001,CHEM400_02378,3.138203691376506
STU_001,ENGR200_02447,2.6422414388677096
STU_001,ECON400_02470,3.2839817885925475
STU_001,CS500_02473,3.122669608866883
STU_001,MATH500_02507,1.6862594123021528
STU_001,ENGR200_02560,1.6614361736069472
STU_001,PSYCH500_02569,3.5333410306050137
STU_001,ENGR100_02577,2.3114420277708296
STU_001,CS100_02594,2.9500088172837176
STU_001,PHYS300_02683,3.2283407182419332
STU_001,CHEM400_02696,3.1475705821629916
STU_001,ECON100_02737,3.3581783854824323
STU_001,CS400_02761,3.513051004910288
STU_001,ENGR300_02780,3.254194328469633
STU_001,ECON200_02817,3.453638150389526
STU_001,PHYS200_02825,1.6082218512020907
STU_001,ENGR200_02886,3.4273543722674455
STU_001,BIO400_02889,2.9840416719110796
STU_001,ENGR200_02896,3.363863993643753
STU_001,ECON500_02906,2.890937428172858
STU_001,MATH500_02931,2.400170337140123
STU_001,CS400_02933,2.7275386996505637
STU_001,CHEM200_02935,4.141219687264036
STU_001,BIO200_03002,3.323340311757846
STU_001,CHEM100_03026,3.166386532224415
STU_001,ENGL500_03065,3.6185987260654624
STU_001,BIO100_03080,3.106358710008221
STU_001,PSYCH400_03083,3.2661086369461736
STU_001,MATH300_03110,2.926626141560632
STU_001,ENGL200_03171,3.118813592691619
STU_001,ENGL200_03188,4.244353318273146
STU_001,PHYS100_03191,2.6976599174627793
STU_001,CS500_03199,2.6045722509610694
STU_001,MATH100_03207,3.259021412359133
STU_001,ECON300_03220,2.497539926346257
STU_001,PSYCH100_03245,2.93033706541021
STU_001,STAT500_03260,3.252316525167537
STU_001,PSYCH200_03333,3.418545805461439
STU_001,PSYCH200_03383,2.77361205879328
STU_001,STAT100_03386,3.7119409057595134
STU_001,ECON100_03416,2.8181072113181727
STU_001,MATH500_03442,2.773201967795687
STU_001,MATH400_03480,2.92127347308909
STU_001,CHEM100_03484,2.899474044033696
STU_001,ENGL500_03486,1.8988914325604753
STU_001,MATH500_03507,3.99673823865146
STU_001,CHEM100_03515,2.8800630681055406
STU_001,STAT500_03516,2.16534438285094
STU_001,PHYS300_03521,2.6610291945423805
STU_001,BIO500_03536,3.102782016716687
STU_001,PSYCH100_03539,2.881209585639967
STU_001,PSYCH400_03568,3.5974179120797727
STU_001,PHYS400_03571,2.693735663294618
STU_001,STAT100_03600,3.0041577805685584
STU_001,ENGR200_03606,2.931091496741776
STU_001,PHYS300_03619,3.120057168556824
STU_001,STAT300_03654,3.6521784234463084
STU_001,PSYCH400_03657,2.916759882205391
STU_001,STAT300_03658,2.6120452291166387
STU_001,PSYCH400_03683,3.3499193983792748
STU_001,STAT100_03699,2.620471348786246
STU_001,ENGL200_03704,3.3124204069648537
